Recency,Frequency,Monetary,Cluster
184,1,320.58000000000004,0
31,6,869.35,0
56,2,225.85,0
184,5,848.48,0
8,7,2757.07,0
311,1,-21.85,0
90,2,671.96,0
3,3,939.21,0
50,3,1006.98,0
262,1,114.56,0
265,1,344.90000000000003,0
35,2,609.85,0
50,1,443.6,0
51,8,2952.34,0
15,8,2042.15,0
21,1,110.46,0
58,1,96.12,0
169,3,668.61,0
8,4,780.46,0
156,2,597.09,0
200,1,243.22,0
4,4,1417.29,0
66,2,654.6,0
76,1,114.18,0
0,7,1947.55,0
3,5,1930.15,0
168,2,291.05,0
17,5,838.27,0
4,2,247.15,0
8,12,2456.53,0
86,2,285.74,0
26,1,107.95,0
28,4,771.17,0
19,2,637.89,0
60,7,1258.38,0
23,1,195.25,0
10,27,9231.2,3
241,3,1269.99,0
279,2,411.53,0
234,2,765.55,0
2,5,1736.4,0
15,1,604.75,0
30,8,2543.2400000000002,0
371,1,-2.55,0
24,23,26932.34,3
70,3,498.95,0
187,2,52.0,0
25,5,1236.28,0
106,1,628.38,0
7,27,5107.38,0
208,1,112.8,0
43,3,358.61,0
30,5,2114.33,0
136,5,582.05,0
263,1,172.9,0
3,9,2070.97,0
217,2,188.60999999999999,0
1,5,1250.76,0
213,1,109.13000000000001,0
31,3,2235.3,0
10,12,2486.2200000000003,0
0,18,3250.64,0
14,1,318.17,0
10,9,1546.91,0
198,1,179.0,0
2,4,1096.67,0
14,14,4911.14,0
13,4,606.13,0
9,12,2838.2,0
28,3,917.07,0
8,12,2664.2599999999998,0
23,1,160.19,0
24,4,867.38,0
42,2,329.68,0
1,6,1592.18,0
5,3,663.81,0
146,1,187.92000000000002,0
9,6,1158.3,0
24,1,718.08,0
273,1,268.58,0
373,1,313.49,0
0,8,2005.06,0
46,3,380.02,0
7,10,2686.34,0
8,15,9451.54,3
3,34,5807.6900000000005,0
3,3,1164.55,0
38,9,1289.94,0
1,8,3899.1,0
190,4,1423.21,0
11,6,1400.34,0
15,9,1088.53,0
112,6,1167.16,0
247,2,294.3,0
28,6,1311.79,0
43,1,389.64,0
86,1,563.15,0
44,2,638.05,0
9,12,4965.38,0
14,1,738.96,0
74,1,420.5,0
144,4,1484.06,0
4,3,1625.97,0
293,2,53.8,0
58,2,255.9,0
263,1,300.52,0
43,2,250.55,0
28,3,254.11,0
7,8,2423.07,0
16,3,139.5,0
2,10,10641.6,3
231,2,876.42,0
111,1,139.26,0
57,3,1011.9,0
50,13,2195.58,0
3,2,-17.45,0
126,2,730.86,0
280,3,386.15,0
54,2,447.68,0
319,1,200.10000000000002,0
25,2,289.99,0
9,2,77.4,0
6,2,679.4399999999999,0
28,1,197.64,0
16,4,745.06,0
63,2,0.0,0
3,2,214.14,0
2,9,1272.11,0
165,1,131.45000000000002,0
0,27,7839.51,3
52,3,173.74,0
50,1,157.7,0
47,16,4236.34,0
60,1,193.14,0
161,3,845.55,0
8,1,353.27,0
14,4,554.65,0
74,1,193.39000000000001,0
39,15,2175.37,0
40,11,2087.88,0
369,2,155.43,0
36,2,778.5,0
196,1,271.85,0
199,2,1110.34,0
73,3,657.8,0
63,2,272.07,0
20,4,507.29,0
366,1,48.800000000000004,0
179,3,321.43,0
9,4,1127.71,0
3,12,2226.91,0
196,3,2139.76,0
28,6,644.65,0
52,1,197.13,0
17,8,1698.35,0
9,3,102.44999999999999,0
89,5,1641.2,0
267,1,62.85,0
52,6,3295.76,0
34,8,2456.8,0
63,4,3189.81,0
148,1,309.4,0
21,28,7904.28,3
311,2,278.15,0
22,2,511.35,0
57,6,2836.69,0
8,3,463.05,0
77,8,2749.89,0
118,2,645.65,0
35,3,1311.3799999999999,0
59,3,1165.65,0
12,5,1352.04,0
8,2,168.62,0
51,1,125.79,0
25,2,841.1999999999999,0
28,1,266.76,0
6,2,52.2,0
10,13,14197.45,3
185,4,701.33,0
2,9,2939.64,0
3,3,721.95,0
261,1,327.25,0
2,4,522.38,0
209,1,519.68,0
8,5,1448.72,0
12,9,1485.54,0
76,3,706.19,0
19,1,255.4,0
26,2,589.7,0
18,7,756.64,0
131,1,765.3199999999999,0
252,1,364.8,0
78,1,1862.0,0
206,1,369.2,0
335,1,135.9,0
253,1,125.65,0
147,2,554.38,0
9,2,1237.8500000000001,0
84,1,655.75,0
7,24,11020.26,3
204,2,468.77000000000004,0
7,4,1366.38,0
22,8,1228.32,0
10,10,1414.99,0
20,2,314.11,0
20,10,2744.48,0
1,2,1025.44,0
153,3,599.9,0
2,10,3478.85,0
73,1,277.8,0
2,7,389.86,0
35,4,1227.43,0
85,3,258.83,0
70,5,1264.84,0
115,2,1610.15,0
212,2,977.77,0
29,2,1316.07,0
50,1,749.1,0
245,1,310.05,0
31,1,223.88,0
29,14,5842.95,0
13,1,100.9,0
71,2,290.82,0
22,7,1066.57,0
8,2,361.25,0
78,1,311.69,0
45,15,7912.79,3
24,1,289.82,0
11,1,336.17,0
252,1,58.49,0
146,3,499.68,0
58,5,684.97,0
7,2,221.27,0
10,12,7006.58,0
270,1,126.7,0
9,5,1487.8,0
246,1,206.21,0
95,2,599.0,0
14,1,191.32,0
49,1,463.8,0
29,1,147.59,0
67,4,1592.06,0
34,3,1116.57,0
127,1,114.77,0
106,3,1314.45,0
36,1,114.39,0
56,1,279.94,0
56,8,765.86,0
71,5,1931.42,0
245,1,102.12,0
18,2,213.27,0
197,2,296.75,0
15,2,326.4,0
211,1,334.54,0
38,2,233.23000000000002,0
45,4,540.98,0
169,2,429.87,0
47,1,490.52,0
115,4,1641.76,0
146,1,1246.32,0
15,35,6180.49,0
50,1,502.09,0
158,1,156.91,0
11,3,1261.78,0
35,1,308.94,0
53,2,423.04,0
42,2,260.17,0
172,1,170.04,0
33,1,125.58,0
38,4,456.26,0
266,1,266.0,0
8,13,1872.28,0
11,4,905.04,0
2,12,6763.16,0
9,10,1661.33,0
32,1,377.01,0
79,3,469.0,0
30,6,1051.95,0
7,4,627.13,0
71,2,518.28,0
3,4,668.14,0
255,5,4464.1,0
4,11,2571.02,0
15,11,4277.66,0
89,1,252.73000000000002,0
71,3,465.55,0
42,7,665.59,0
9,52,19786.44,3
169,1,180.35,0
198,1,135.93,0
30,1,537.0,0
18,22,7629.38,3
151,3,633.66,0
8,16,5064.01,0
269,1,343.62,0
64,5,380.57,0
273,1,121.17000000000002,0
24,5,1727.17,0
22,3,1391.61,0
318,1,215.78,0
4,3,697.79,0
11,2,302.1,0
274,2,1489.5,0
24,11,2124.9900000000002,0
40,11,1325.82,0
7,4,303.09,0
3,55,54228.74,2
70,4,987.86,0
212,1,370.79999999999995,0
37,6,3135.98,0
31,2,760.59,0
77,3,1744.76,0
45,2,553.36,0
178,1,1109.53,0
372,1,106.2,0
93,2,982.07,0
9,4,612.43,0
104,1,748.87,0
77,1,773.03,0
172,1,880.85,0
6,38,9623.35,3
212,5,893.66,0
21,6,487.35,0
256,1,88.2,0
281,1,306.94,0
20,3,1140.27,0
9,6,2420.84,0
307,1,381.32,0
53,2,476.96,0
214,2,457.81,0
17,9,4410.14,0
103,5,1364.7,0
42,1,219.39000000000001,0
3,1,248.08,0
181,5,649.5,0
83,1,410.48,0
329,6,635.1,0
8,3,310.03,0
30,2,703.36,0
166,3,1002.54,0
17,7,2298.93,0
17,7,1407.73,0
310,8,247.66,0
240,2,463.75,0
23,7,970.25,0
28,3,1567.48,0
9,4,3439.41,0
29,10,2760.56,0
17,1,340.11,0
17,4,1352.75,0
14,6,1550.13,0
133,1,244.8,0
245,1,266.4,0
129,2,343.82,0
49,2,457.72,0
84,6,1612.13,0
6,2,2199.31,0
22,2,184.19,0
24,23,11117.05,3
65,1,406.53,0
59,8,1419.54,0
49,11,3447.4,0
169,1,330.11,0
17,5,977.9300000000001,0
127,3,982.42,0
14,8,1387.99,0
232,2,127.15,0
2,5,1282.45,0
239,2,178.96,0
51,8,2350.0,0
45,1,498.74,0
225,1,259.45,0
7,18,6530.04,0
3,4,1194.73,0
164,3,1313.66,0
218,2,608.65,0
10,1,301.29,0
133,1,520.8000000000001,0
16,11,5303.97,0
9,16,4684.24,0
30,1,329.25,0
73,2,240.27,0
0,3,961.49,0
3,5,1869.5,0
44,1,401.40000000000003,0
1,34,18573.68,3
356,1,158.16,0
17,2,304.47,0
68,3,843.05,0
372,1,487.75,0
320,1,163.0,0
25,1,106.56,0
324,2,1034.5,0
8,5,1624.05,0
322,1,135.75,0
71,1,224.14,0
259,1,40.5,0
17,7,2186.2,0
366,1,87.5,0
65,5,680.28,0
153,2,622.85,0
28,2,406.76,0
69,1,310.62,0
13,2,411.41,0
1,18,4670.08,0
0,53,15802.14,3
119,3,1044.32,0
60,1,499.32,0
2,22,7521.17,0
2,1,3861.0,0
8,5,656.44,0
91,2,193.64,0
58,4,1268.7,0
78,11,927.84,0
25,6,1827.8,0
356,1,316.58,0
84,3,648.8299999999999,0
9,4,420.29999999999995,0
0,6,867.62,0
224,1,331.18,0
59,2,894.4100000000001,0
238,2,88.94999999999999,0
318,3,325.05,0
1,8,1661.44,0
44,6,615.99,0
87,1,96.6,0
10,11,5756.89,0
175,1,305.75,0
51,7,1758.92,0
365,2,114.1,0
318,1,585.0,0
225,3,454.90000000000003,0
357,3,310.48,0
233,1,409.40000000000003,0
310,1,154.41,0
36,5,1219.4,0
65,5,3376.96,0
238,2,429.6,0
112,2,612.06,0
276,1,197.0,0
217,12,2247.51,0
298,1,321.05,0
1,4,1412.32,0
28,5,1056.54,0
9,3,764.34,0
44,7,1685.57,0
66,9,1738.59,0
73,1,316.68,0
64,2,631.57,0
133,3,2515.84,0
237,2,514.15,0
121,1,356.0,0
31,15,6657.36,0
8,15,10327.11,3
35,2,740.78,0
15,6,915.3,0
126,1,300.36,0
66,1,890.85,0
148,1,98.45,0
280,2,232.14999999999998,0
168,2,623.16,0
99,8,1780.77,0
134,1,254.82,0
323,1,178.95000000000002,0
106,1,156.51,0
63,1,393.74,0
150,2,1506.1200000000001,0
337,1,119.3,0
21,5,1717.36,0
23,1,408.8,0
15,9,2298.2,0
6,16,2485.82,0
56,2,721.94,0
3,2,716.57,0
30,2,609.19,0
65,1,135.31,0
46,1,255.89999999999998,0
354,2,277.40999999999997,0
171,1,113.12,0
58,12,2239.9500000000003,0
49,1,240.55,0
21,3,485.24,0
42,5,2306.52,0
28,4,935.1,0
4,21,7803.7699999999995,3
25,20,4596.51,0
200,1,180.94,0
43,10,3610.31,0
9,4,635.04,0
1,14,3774.1,0
66,11,3787.09,0
63,1,496.44,0
50,14,5028.12,0
289,1,574.02,0
60,10,680.3,0
63,3,1174.35,0
95,1,205.3,0
270,2,302.27,0
0,118,59419.340000000004,2
74,5,921.1,0
109,1,52.0,0
198,1,327.97,0
63,3,551.54,0
326,1,165.0,0
3,1,312.62,0
283,1,204.5,0
43,1,267.13,0
48,4,2650.73,0
63,2,602.97,0
103,1,162.29,0
333,1,311.71,0
52,1,208.75,0
34,5,1005.5,0
31,2,714.96,0
207,1,1028.56,0
156,3,351.67,0
52,1,173.97,0
65,3,557.57,0
80,1,2020.52,0
115,2,391.76,0
86,1,364.5,0
0,5,476.58,0
34,2,367.69,0
332,1,252.42000000000002,0
365,1,201.60000000000002,0
71,1,158.04,0
157,2,473.81,0
372,1,115.65,0
11,10,1862.14,0
254,2,777.02,0
28,2,277.05,0
30,10,2766.5,0
4,29,8234.8,3
39,1,427.93,0
361,1,418.92,0
240,2,318.05,0
95,2,913.19,0
25,9,1330.45,0
74,2,602.51,0
56,5,1867.69,0
20,1,446.94000000000005,0
143,1,-1592.49,0
40,8,2360.55,0
136,1,2007.3999999999999,0
7,13,2213.11,0
128,1,168.0,0
39,3,1233.3600000000001,0
168,8,3631.8900000000003,0
8,6,1682.3600000000001,0
213,2,596.85,0
14,8,5927.86,0
169,3,635.76,0
39,1,316.88,0
185,1,394.14,0
171,1,500.0,0
4,5,1515.73,0
15,2,231.86,0
9,4,2183.54,0
325,1,107.45,0
112,1,288.18,0
289,1,94.0,0
15,3,1339.63,0
0,3,815.77,0
91,6,666.7,0
148,2,626.77,0
188,1,349.1,0
17,4,426.61,0
33,4,1056.44,0
263,1,267.18,0
83,8,3450.84,0
25,5,1346.38,0
170,1,190.53,0
9,3,774.9000000000001,0
312,1,572.8100000000001,0
64,5,3974.37,0
84,1,508.8,0
24,1,135.86,0
58,4,950.36,0
322,2,97.7,0
37,1,43.5,0
253,2,383.34,0
18,7,1429.9,0
32,3,1483.14,0
14,1,93.78,0
26,3,364.90000000000003,0
22,1,171.19,0
78,3,417.87,0
7,6,997.48,0
21,1,149.29,0
11,3,1122.53,0
261,1,200.16,0
130,1,156.57999999999998,0
54,3,383.68,0
248,1,594.0,0
1,8,3212.16,0
8,2,1418.26,0
263,1,113.5,0
330,1,155.17,0
312,1,494.64,0
25,5,971.22,0
29,1,429.84,0
29,3,538.73,0
1,7,1388.37,0
361,1,179.1,0
282,3,447.22,0
261,1,237.07,0
24,1,161.64,0
353,1,216.76,0
93,3,234.6,0
28,1,126.14,0
337,1,1048.85,0
19,24,6945.0199999999995,0
84,1,334.53,0
8,4,511.88,0
34,5,438.46,0
42,4,504.5,0
1,1,469.48,0
112,1,371.56,0
13,10,1465.2,0
76,1,454.10999999999996,0
39,2,1441.42,0
15,16,6568.72,0
160,4,233.81,0
0,5,3563.11,0
29,3,2575.0,0
92,1,91.32000000000001,0
22,4,1090.03,0
94,7,3090.85,0
27,2,659.4599999999999,0
32,7,1967.25,0
20,2,1299.23,0
17,3,1259.7,0
0,35,12396.46,3
7,4,1131.56,0
15,23,5541.46,0
362,1,147.09,0
80,1,52.83,0
52,7,3497.14,0
22,3,979.26,0
171,1,492.36,0
188,6,1000.27,0
330,1,250.0,0
11,5,909.23,0
155,2,121.0,0
30,22,14520.08,3
11,13,2963.19,0
44,3,62.43,0
232,1,267.03,0
63,13,1911.89,0
1,1,343.5,0
35,13,2574.65,0
32,2,398.84,0
83,1,412.01000000000005,0
24,1,440.0,0
1,4,811.02,0
32,2,148.44,0
18,10,2348.82,0
253,1,229.33,0
22,12,3967.78,0
21,4,1502.35,0
7,2,2007.44,0
24,6,1517.08,0
18,5,746.92,0
172,7,459.9,0
162,1,110.92,0
6,1,538.46,0
10,1,213.3,0
113,1,85.13000000000001,0
287,1,127.86,0
8,11,3542.51,0
53,2,292.71999999999997,0
6,14,4954.84,0
76,4,1655.76,0
3,4,575.63,0
36,1,436.06,0
216,1,90.12,0
59,1,437.23,0
277,1,217.2,0
11,20,4758.2,0
23,1,279.77,0
28,1,473.65000000000003,0
11,5,722.74,0
351,1,134.55,0
8,7,1319.69,0
49,2,173.16,0
18,1,186.01,0
2,3,758.29,0
103,5,1375.71,0
6,13,4109.97,0
11,4,650.4300000000001,0
4,7,2552.86,0
31,2,607.45,0
177,4,702.25,0
37,1,940.6700000000001,0
150,3,258.88,0
161,1,127.1,0
68,2,348.6,0
120,14,3429.9700000000003,0
24,3,682.9100000000001,0
23,5,722.61,0
176,1,455.3,0
49,4,913.6800000000001,0
252,4,456.58,0
288,1,-30.19,0
46,1,388.58,0
70,1,199.8,0
15,6,1767.53,0
100,9,1343.34,0
29,2,315.71999999999997,0
34,3,235.68,0
26,2,761.74,0
10,17,6745.36,0
7,15,1083.63,0
78,1,48.480000000000004,0
51,1,216.39,0
35,5,1198.23,0
56,11,2422.64,0
336,1,104.76,0
27,4,1093.68,0
182,2,270.03000000000003,0
51,1,112.46000000000001,0
9,15,1568.39,0
35,2,195.15,0
9,27,10360.04,3
32,5,747.031,0
10,1,336.40000000000003,0
49,6,1524.4,0
3,6,1158.77,0
2,16,3224.53,0
140,1,301.03,0
116,4,588.13,0
99,8,1504.56,0
74,2,675.8,0
4,10,2865.64,0
44,3,1180.4,0
15,10,3147.31,0
16,1,243.55,0
89,2,724.76,0
52,1,223.36,0
300,1,-94.0,0
133,1,425.32,0
3,17,12433.34,3
104,4,1887.2,0
178,6,647.4,0
165,4,813.0,0
18,1,612.01,0
157,4,425.14000000000004,0
203,4,599.9,0
335,2,816.0,0
36,3,646.3,0
90,1,337.74,0
92,2,877.4399999999999,0
8,2,922.53,0
232,2,511.32,0
44,4,748.5,0
22,1,30.0,0
189,8,958.9,0
43,1,306.45,0
24,12,1552.01,0
316,2,309.8,0
105,1,138.14,0
50,2,358.63,0
167,2,2242.01,0
39,1,301.32,0
217,1,76.32000000000001,0
39,5,677.69,0
296,1,173.05,0
18,10,2635.4900000000002,0
87,4,2881.02,0
72,8,1744.02,0
80,3,323.69,0
8,5,3324.09,0
48,1,657.23,0
52,1,352.7,0
23,4,781.28,0
8,3,1333.68,0
17,6,946.36,0
116,1,193.75,0
8,11,2981.5,0
119,2,254.1,0
3,2,239.76,0
251,1,136.8,0
27,1,191.04,0
0,15,6423.6,0
266,2,409.98,0
32,12,2644.46,0
17,1,309.65,0
171,3,664.03,0
1,4,1542.14,0
264,1,211.5,0
139,4,2293.62,0
200,1,143.1,0
59,7,1001.8100000000001,0
34,4,945.58,0
40,11,3329.7200000000003,0
283,1,133.25,0
8,5,1072.3600000000001,0
142,3,346.75,0
11,2,330.88,0
145,4,1118.81,0
233,1,150.3,0
32,14,5043.96,0
23,1,598.73,0
11,1,507.08,0
35,6,2181.21,0
364,1,203.1,0
200,3,212.3,0
14,1,415.25,0
16,7,5178.96,0
48,1,-134.8,0
197,2,62.0,0
65,4,1108.38,0
211,2,294.12,0
282,1,162.3,0
114,2,1339.45,0
14,12,1121.21,0
18,19,4788.77,0
65,1,449.12,0
48,1,154.88,0
15,4,784.46,0
77,1,34.8,0
8,6,1071.24,0
133,2,182.96,0
12,3,974.04,0
39,1,149.31,0
234,4,21535.9,3
2,9,2451.23,0
39,8,2628.93,0
304,1,79.2,0
50,4,455.67,0
0,8,2318.88,0
60,4,532.96,0
65,2,714.42,0
24,1,205.25,0
217,3,253.04,0
64,2,583.75,0
31,3,1048.67,0
80,10,3245.47,0
63,1,315.06,0
115,4,581.8299999999999,0
6,29,51823.72,2
5,1,635.6800000000001,0
68,1,270.8,0
244,1,104.9,0
132,1,241.62,0
240,5,1021.61,0
183,3,475.28000000000003,0
24,4,333.56,0
9,4,2593.94,0
10,1,246.3,0
29,8,2303.75,0
43,5,4834.2,0
25,3,948.05,0
357,1,351.3,0
9,1,220.85,0
43,3,1604.44,0
8,4,948.96,0
149,1,610.01,0
0,10,2666.61,0
112,4,2207.4,0
75,3,884.14,0
106,2,699.08,0
45,4,1042.19,0
142,3,-451.42,0
50,1,415.82000000000005,0
0,19,3848.55,0
22,20,5452.17,0
45,3,784.58,0
49,3,903.9,0
305,5,3724.77,0
35,6,399.21,0
78,7,1145.43,0
16,9,2171.32,0
106,5,1801.14,0
207,2,1303.9099999999999,0
2,6,1842.73,0
63,5,2100.6,0
48,4,1905.45,0
319,1,206.98,0
43,2,570.96,0
2,2,885.47,0
336,2,-840.76,0
171,1,532.94,0
50,4,1649.3600000000001,0
72,20,1641.48,0
98,2,636.14,0
28,2,547.7,0
57,4,747.76,0
253,1,836.79,0
69,6,2084.9,0
43,4,954.09,0
44,2,117.47,0
64,1,391.98,0
10,21,33350.76,3
24,5,1020.74,0
58,3,345.66,0
63,6,1209.1,0
303,1,118.95000000000002,0
45,1,130.73999999999998,0
17,10,3650.87,0
37,2,389.27,0
18,2,238.85,0
186,2,160.71,0
51,1,110.8,0
3,12,2974.65,0
136,5,712.24,0
3,31,16173.67,3
18,1,297.0,0
15,5,1438.85,0
40,8,977.21,0
11,9,3000.36,0
7,4,832.88,0
25,2,68.84,0
21,8,1769.7800000000002,0
40,3,895.13,0
100,1,230.53,0
4,16,3797.79,0
276,2,149.64,0
32,1,354.09000000000003,0
14,2,360.93,0
62,9,4330.67,0
1,3,440.78,0
368,2,313.28000000000003,0
311,8,438.24,0
198,5,495.36,0
1,2,396.48,0
92,3,379.35,0
59,1,181.09,0
79,2,141.27,0
156,2,446.87,0
226,1,524.52,0
252,2,263.55,0
149,1,179.17,0
193,2,222.05,0
0,6,1384.68,0
368,1,56.25,0
23,1,351.11,0
16,3,363.88,0
9,8,5126.34,0
7,1,164.68,0
19,8,1521.79,0
3,3,967.45,0
173,1,191.94,0
0,8,1232.18,0
177,2,264.62,0
15,10,1491.24,0
247,1,123.1,0
190,2,334.23,0
19,2,639.89,0
153,4,167.5,0
172,1,336.03000000000003,0
371,2,363.6,0
372,1,127.08,0
193,1,207.15,0
66,1,426.63,0
3,11,2461.85,0
20,3,1107.46,0
238,2,416.86,0
63,1,145.35,0
111,5,404.58,0
89,16,6102.26,0
310,2,31.799999999999997,0
133,1,337.44,0
276,1,325.1,0
364,1,181.0,0
82,1,1708.24,0
7,2,955.24,0
16,2,364.72,0
1,5,1705.26,0
0,3,669.57,0
33,4,806.57,0
14,10,1634.53,0
23,16,4389.81,0
31,1,428.89,0
73,1,104.35,0
19,2,470.76,0
16,4,845.64,0
22,2,418.83,0
2,4,582.9,0
303,1,314.1,0
16,12,4199.85,0
235,3,99.77000000000002,0
38,8,3429.55,0
83,1,371.01,0
164,2,430.94,0
16,2,1054.73,0
76,1,1098.78,0
88,3,2398.86,0
24,8,3408.48,0
21,4,1475.02,0
2,11,2816.97,0
122,3,1037.42,0
29,1,168.12,0
11,7,1451.28,0
18,1,158.03,0
43,2,792.11,0
3,1,41.989999999999995,0
8,10,2756.82,0
54,1,427.07,0
87,7,1044.78,0
36,6,3084.17,0
2,3,12393.7,3
29,5,2735.37,0
11,4,615.39,0
210,1,101.4,0
47,4,1701.94,0
23,3,478.78,0
21,4,992.71,0
245,3,407.5,0
7,16,3362.71,0
34,3,1415.29,0
3,54,33366.25,3
35,4,653.13,0
3,4,690.54,0
2,10,1483.31,0
46,1,211.88,0
38,2,408.90000000000003,0
1,10,3450.2400000000002,0
16,3,851.01,0
259,1,628.28,0
45,3,719.81,0
11,1,251.24,0
29,1,439.65999999999997,0
42,1,236.09,0
91,7,852.12,0
38,76,50992.61,2
309,1,331.24,0
91,2,548.94,0
5,27,8727.61,3
195,3,437.7,0
86,2,758.92,0
269,3,855.02,0
7,4,454.33000000000004,0
64,3,1313.55,0
30,3,3166.4,0
21,7,1147.37,0
36,4,773.99,0
119,4,1340.7,0
85,3,243.69000000000003,0
39,3,1111.79,0
173,1,137.9,0
53,1,362.06,0
32,2,1511.95,0
144,1,783.9,0
220,1,134.8,0
44,1,664.85,0
3,10,2140.2200000000003,0
65,6,1459.8600000000001,0
268,1,-29.95,0
9,4,1153.62,0
259,1,335.32,0
364,1,372.09,0
16,5,1521.87,0
21,2,852.15,0
44,1,326.24,0
287,1,584.3199999999999,0
291,2,94.35,0
2,11,2173.53,0
283,1,79.2,0
16,3,1352.0,0
81,3,176.6,0
55,5,2806.9,0
100,2,1317.62,0
298,1,436.18,0
22,5,981.51,0
58,6,1119.31,0
154,2,315.06,0
98,5,779.36,0
106,1,17.0,0
11,6,1041.83,0
263,1,320.62,0
239,1,185.04999999999998,0
87,7,2005.63,0
49,3,731.9,0
8,3,1245.96,0
41,3,1842.14,0
6,6,1429.64,0
61,1,302.36,0
248,1,336.96,0
65,1,108.38,0
17,7,3204.1600000000003,0
84,2,816.1,0
218,2,611.88,0
44,3,1337.48,0
142,4,195.73999999999998,0
182,1,161.38,0
170,1,135.75000000000003,0
9,8,1667.97,0
205,2,592.88,0
189,1,232.21,0
7,2,423.36,0
58,5,1294.14,0
56,2,867.11,0
72,4,684.4200000000001,0
51,1,307.78,0
315,2,187.15,0
366,1,289.35,0
28,4,6287.77,0
38,1,656.25,0
17,5,1880.22,0
51,6,3506.54,0
3,46,14305.66,3
21,3,603.69,0
262,1,517.55,0
59,3,709.38,0
367,1,-7.95,0
18,3,635.41,0
52,4,703.77,0
87,1,620.4,0
249,1,535.34,0
2,7,2419.84,0
246,1,175.2,0
8,18,3741.98,0
156,3,734.13,0
133,1,375.0,0
295,1,76.32000000000001,0
4,2,280.52,0
38,10,1906.07,0
268,1,1829.04,0
49,5,1824.23,0
8,13,3024.62,0
15,4,644.24,0
281,1,348.2,0
63,4,1009.4499999999999,0
1,26,5352.97,0
251,1,37.4,0
224,3,441.59999999999997,0
16,4,802.53,0
10,28,3770.6,0
7,4,1822.97,0
50,7,1880.4199999999998,0
58,1,73.2,0
94,5,1140.21,0
15,7,1406.57,0
125,3,1009.5500000000001,0
93,4,1037.59,0
49,1,331.95,0
137,1,197.9,0
60,1,215.83,0
99,10,10217.48,3
72,1,305.54,0
71,4,6617.65,0
66,1,338.71000000000004,0
63,7,1155.54,0
16,2,529.41,0
22,13,3991.94,0
31,17,6841.24,0
44,4,981.86,0
15,2,215.48,0
39,1,215.08,0
2,25,4913.32,0
236,1,314.45,0
74,1,400.68100000000004,0
3,2,1080.6200000000001,0
2,5,1821.52,0
360,1,365.27,0
58,5,589.15,0
22,1,405.71,0
30,4,761.38,0
54,4,537.0600000000001,0
24,1,394.38,0
44,2,664.26,0
88,5,2262.62,0
1,18,21086.3,3
80,2,542.77,0
18,3,681.19,0
78,1,159.0,0
170,3,1062.75,0
80,1,242.35,0
266,1,914.9300000000001,0
234,4,259.39000000000004,0
29,8,3054.87,0
36,3,864.86,0
317,1,846.72,0
56,4,1295.3,0
44,5,1096.32,0
202,3,255.12,0
218,2,308.32000000000005,0
86,2,1010.6,0
189,2,542.03,0
32,5,983.23,0
70,5,422.13,0
40,6,858.41,0
77,1,432.2,0
56,3,372.9,0
7,5,3693.81,0
9,13,2607.87,0
7,8,3598.26,0
33,2,409.1,0
211,2,1522.75,0
23,5,1352.3600000000001,0
169,1,114.56,0
61,1,152.94,0
52,5,1800.07,0
260,2,389.44,0
365,1,-295.09,0
31,3,3665.62,0
16,10,2609.3,0
257,2,732.63,0
176,1,46.95,0
44,5,5203.51,0
50,1,1035.45,0
16,4,746.83,0
360,1,-31.65,0
8,11,5423.15,0
73,7,861.89,0
70,2,667.65,0
352,1,1141.24,0
2,6,1423.29,0
116,1,411.7,0
372,1,357.95,0
196,1,559.87,0
176,1,810.6000000000001,0
22,3,537.83,0
20,4,1496.68,0
71,1,2062.06,0
339,1,168.3,0
5,7,1531.51,0
30,2,823.97,0
169,1,142.5,0
116,2,280.9,0
8,12,2236.7400000000002,0
9,4,1328.55,0
212,4,275.4,0
22,3,598.2,0
107,2,212.82,0
25,4,5305.83,0
138,1,361.21999999999997,0
213,9,602.27,0
37,4,2560.0,0
91,3,686.67,0
17,2,616.26,0
2,2,274.15000000000003,0
330,1,226.37,0
63,12,2755.56,0
119,3,1341.65,0
34,1,328.15,0
217,1,404.40000000000003,0
0,2,326.75,0
195,1,207.50000000000003,0
127,3,428.68,0
43,5,510.54,0
5,15,3085.96,0
13,6,3844.22,0
17,4,242.21,0
27,8,1583.2,0
7,22,26626.8,3
36,1,151.05,0
156,1,214.79999999999998,0
283,1,109.95,0
106,1,549.07,0
24,6,1959.38,0
74,4,322.41,0
15,2,370.47999999999996,0
157,1,101.10000000000001,0
43,1,575.41,0
10,2,887.65,0
31,7,1469.45,0
290,1,53.5,0
20,5,1100.47,0
332,1,153.9,0
17,2,494.44,0
3,23,6675.71,0
62,2,395.8,0
197,4,210.32000000000002,0
32,3,658.88,0
0,5,2024.95,0
6,12,1460.3700000000001,0
4,8,3411.69,0
9,4,896.66,0
31,9,652.07,0
52,1,109.36000000000001,0
11,2,707.04,0
17,9,1540.42,0
18,1,327.3,0
36,2,804.49,0
1,2,497.43,0
17,3,1553.66,0
81,4,1320.56,0
32,2,367.93,0
65,2,473.03000000000003,0
8,3,977.52,0
266,1,676.2,0
246,3,362.95,0
3,5,2131.9,0
60,1,1780.59,0
74,2,668.36,0
89,2,584.5,0
59,3,555.89,0
28,2,317.2,0
322,1,94.36,0
52,5,1362.27,0
269,1,221.19,0
1,20,2941.05,0
49,9,1412.06,0
59,5,1486.9,0
144,4,1631.15,0
